customer_id,monthly_income,monthly_expenses,average_monthly_inflow,average_monthly_outflow,transaction_count,average_transaction,savings_balance,failed_payments,late_payments,account_age_months,spending_volatility,weekend_spending_ratio,night_transaction_ratio,new_device,failed_logins,location_change,high_credit_risk,fraud_label
C05743,60389.77,44979.31,74717.14,50298.17,76,723.91,141952.78,0,1,33,0.0549,0.1135,0.1669,1,0,0,0,0
C05744,56882.45,21852.56,57291.04,17393.64,62,306.67,29375.39,1,1,47,0.5637,0.111,0.1376,0,0,0,0,0
C05745,66518.16,52610.42,64078.15,57227.58,75,852.8,230061.72,0,1,10,0.3034,0.3251,0.0238,0,0,0,1,0
C05746,19850.35,7246.43,17309.1,7238.71,64,112.91,11483.02,1,0,45,0.3218,0.1924,0.2373,0,0,0,0,0
C05747,22901.12,10159.93,24718.62,10618.96,49,167.8,30026.38,0,0,57,0.1363,0.3598,0.1807,0,0,0,0,0
C05748,32312.65,21608.72,38694.79,23274.57,68,435.74,16878.97,1,2,23,0.5165,0.2302,0.2051,0,0,0,1,0
C05749,42446.46,16479.08,51085.13,15887.94,72,156.64,62284.45,0,3,32,0.4167,0.1643,0.2476,0,1,0,0,0
C05750,53587.94,25077.96,65131.46,23094.97,59,277.9,70211.56,0,0,6,0.3396,0.314,0.0881,0,0,0,0,0
C05751,52079.39,21836.34,57279.45,20973.5,64,413.91,121387.31,1,2,54,0.5882,0.2367,0.0264,1,1,0,0,0
C05752,74392.87,50260.36,78917.64,44038.12,74,593.1,225825.46,0,1,10,0.0841,0.2672,0.0346,0,1,0,0,0
C05753,75451.15,46064.44,90833.39,41981.98,72,694.18,216825.21,0,1,34,0.2998,0.228,0.1619,0,1,0,0,0
C05754,30389.26,11518.0,27860.65,10687.01,75,132.72,79574.49,2,1,4,0.6167,0.3846,0.1385,1,2,0,1,0
C05755,50100.04,27908.75,49954.68,24498.02,61,384.97,174989.53,1,0,50,0.6441,0.1076,0.0828,0,3,0,0,0
C05756,30726.89,13637.4,38571.52,15184.61,68,250.82,10566.7,1,0,7,0.5103,0.1291,0.0288,1,1,0,1,0
C05757,41344.99,32475.02,38080.7,30589.53,66,465.94,115993.88,0,1,11,0.0709,0.1115,0.2269,0,0,1,0,0
C05758,52011.7,20729.94,54397.21,17131.62,76,279.6,32768.52,0,1,4,0.0797,0.2497,0.2171,0,1,0,0,0
C05759,12000.0,7429.5,13509.12,7443.24,79,105.04,26481.06,0,0,18,0.4077,0.3755,0.0937,0,1,0,0,0
C05760,133182.76,75492.15,141163.58,69182.01,78,901.46,383145.6,0,1,49,0.1367,0.3656,0.1578,0,0,0,0,0
C05761,58064.03,35427.07,68976.01,43401.35,63,825.21,138343.06,1,1,5,0.6282,0.3021,0.0266,0,1,0,0,0
C05762,34418.56,26861.0,42440.89,28632.47,66,445.51,19894.98,0,0,20,0.3341,0.1987,0.067,0,1,0,0,0
C05763,107123.13,53944.73,118645.26,47123.01,79,524.78,86418.48,1,1,60,0.4537,0.372,0.2081,0,0,0,0,0
C05764,38486.92,26438.39,46831.17,29564.56,53,430.77,120352.84,1,0,35,0.5835,0.3305,0.0967,0,0,0,0,0
C05765,47765.15,26335.79,44830.41,27921.12,77,330.1,153100.54,0,1,5,0.477,0.1099,0.2017,0,1,0,0,0
C05766,36142.17,23396.37,37266.02,23896.28,69,374.28,96257.39,0,1,14,0.451,0.4102,0.2039,0,0,0,0,0
C05767,94637.97,48695.58,126684.56,60331.6,88,883.73,110614.06,0,0,3,0.1972,0.1271,0.0421,1,1,0,0,0
C05768,42923.5,19410.22,55077.35,18108.52,62,335.1,44062.38,1,0,54,0.1943,0.181,0.1028,0,0,0,0,0
C05769,48131.19,18656.96,43162.47,21907.34,73,321.52,21075.33,1,2,32,0.224,0.1884,0.0926,0,0,0,0,0
C05770,77351.85,30614.94,81100.98,30641.19,59,426.6,134901.37,1,0,26,0.2142,0.2525,0.093,0,1,0,0,0
C05771,58555.51,45775.4,62439.44,47963.34,61,883.94,87964.19,1,1,56,0.0512,0.397,0.1615,0,2,0,0,0
C05772,43912.8,30949.98,48303.34,29712.63,75,401.63,44295.91,0,0,10,0.4513,0.1375,0.0925,0,1,0,0,0
C05773,74168.42,34134.65,89216.09,33031.12,84,449.61,173977.14,3,2,41,0.4826,0.2049,0.1111,1,0,0,1,0
C05774,141031.03,82942.64,179208.0,82749.82,59,1289.34,124582.55,2,2,54,0.3241,0.3401,0.2116,0,0,0,1,0
C05775,51909.26,34852.12,54737.79,28645.25,84,336.54,25612.17,0,1,11,0.145,0.2312,0.196,0,1,0,0,0
C05776,47427.61,24123.68,56184.56,26333.35,75,356.59,77150.28,1,2,56,0.2897,0.42,0.1649,0,3,0,0,0
C05777,48591.31,26627.78,54800.48,28326.29,68,382.1,126303.51,1,0,27,0.2212,0.3615,0.108,0,0,0,0,0
C05778,81154.58,54639.1,85006.53,47551.05,62,803.18,65494.27,1,0,44,0.3222,0.3516,0.0306,0,0,0,0,0
C05779,34364.48,15544.93,29079.95,17553.24,66,230.27,73535.77,1,0,25,0.3733,0.2835,0.0438,0,0,0,0,0
C05780,39702.72,23299.74,46540.19,28538.63,64,332.57,19393.49,1,1,39,0.5692,0.3522,0.217,0,0,0,0,0
C05781,22529.22,10015.13,25291.83,9717.26,71,110.45,24481.11,0,1,54,0.476,0.1875,0.1052,0,0,0,0,0
C05782,26414.73,9281.74,28970.38,8871.74,83,106.51,78061.84,0,0,49,0.0973,0.3044,0.2248,0,0,0,0,0
C05783,35646.55,23548.78,33231.43,27872.56,66,312.62,24402.31,0,0,26,0.2084,0.2046,0.1717,0,0,0,0,0
C05784,43881.41,29324.6,56391.85,32209.85,65,461.84,105245.53,1,1,20,0.1775,0.2859,0.0776,0,0,0,0,0
C05785,99758.27,79614.6,106571.43,82296.75,73,1246.19,24653.07,1,0,16,0.3092,0.2124,0.2425,0,1,0,0,0
C05786,57274.71,24711.57,52293.82,28362.65,72,396.79,115213.56,0,0,18,0.3401,0.4178,0.1884,0,0,0,0,0
C05787,29851.26,20382.78,26678.72,22072.37,64,355.97,29850.68,1,0,19,0.3317,0.3538,0.2279,0,3,0,0,0
C05788,32429.59,25184.34,36687.49,30760.66,68,513.28,30296.72,3,0,50,0.1573,0.2121,0.2311,0,3,0,0,0
C05789,83537.81,53469.31,94804.56,56035.27,58,746.37,155721.96,1,1,52,0.2348,0.3672,0.1484,0,0,0,0,0
C05790,74711.73,58530.16,74296.24,64452.05,60,921.97,258459.94,2,1,13,0.0949,0.3687,0.2138,0,0,0,0,0
C05791,45573.66,36344.92,50382.37,42951.25,71,576.83,44354.95,1,1,34,0.1903,0.1716,0.1064,1,1,1,0,1
C05792,36874.7,26207.99,41672.56,19820.07,74,230.58,74519.82,0,0,35,0.5958,0.2425,0.21,0,0,0,0,0
C05793,74655.36,59700.29,79641.66,70811.1,81,842.11,108329.74,1,2,6,0.1817,0.4424,0.2104,0,0,0,0,0
C05794,28779.56,18177.77,27796.42,17984.86,77,288.74,71749.61,1,1,25,0.3589,0.2587,0.1022,0,1,0,0,0
C05795,53681.92,30795.98,62558.9,34183.34,82,320.43,175419.6,1,0,45,0.61,0.3145,0.2423,0,0,1,0,0
C05796,125130.73,95466.78,143964.88,119304.38,61,1714.79,199411.79,2,0,32,0.339,0.3471,0.1246,0,0,0,0,0
C05797,49356.65,35730.77,55186.74,36205.71,63,701.34,157872.33,1,0,56,0.0521,0.1275,0.1233,0,0,0,0,0
C05798,31741.92,12682.5,30153.31,12623.37,67,195.76,102390.05,1,1,35,0.497,0.1385,0.165,1,0,0,0,0
C05799,54126.74,26317.79,48187.75,27460.79,68,517.71,166485.25,1,1,55,0.3134,0.4024,0.2421,0,1,0,0,0
C05800,36421.47,17019.4,38577.0,14904.32,66,181.44,37084.48,2,0,8,0.3854,0.3135,0.222,0,1,0,0,0
C05801,24030.18,17659.0,27912.22,23202.07,63,424.79,60432.73,3,1,19,0.1991,0.1644,0.2202,0,1,0,0,0
C05802,61690.42,28066.7,72476.67,29326.84,61,578.58,81225.58,0,0,15,0.2288,0.3756,0.1965,0,1,0,0,0
C05803,74417.26,36227.82,83356.7,45193.15,65,886.56,61378.15,0,1,19,0.0844,0.3499,0.1613,0,1,0,0,0
C05804,39124.72,22827.51,38966.09,23056.13,56,327.18,67400.2,0,1,45,0.3278,0.1874,0.1382,0,0,0,0,0
C05805,37974.18,14591.72,36208.19,15380.85,84,187.03,67910.72,0,0,33,0.6372,0.3209,0.1912,1,1,0,0,0
C05806,29193.85,22845.74,30594.45,26576.72,67,373.59,68111.35,0,1,35,0.273,0.4404,0.0689,0,0,0,0,0
C05807,42063.97,24017.61,44129.89,22041.78,65,360.67,52992.45,0,1,18,0.5196,0.3457,0.0422,0,1,0,0,0
C05808,34938.76,15222.65,41328.2,15796.45,72,164.04,16226.03,3,0,35,0.476,0.1185,0.0353,0,1,0,0,0
C05809,28551.17,13472.42,28335.16,15612.06,84,182.94,32998.03,1,0,43,0.1334,0.3823,0.0525,0,0,0,0,0
C05810,105439.62,74771.21,105692.89,76598.31,85,646.48,305900.07,4,0,51,0.5369,0.3157,0.2001,0,0,0,1,0
C05811,55511.17,35266.41,71975.72,34985.37,76,407.71,169310.99,0,1,48,0.5861,0.2657,0.0593,1,0,0,0,0
C05812,58220.66,32550.11,71969.28,38533.71,59,779.1,25017.3,1,0,60,0.6215,0.2487,0.0364,1,1,0,0,0
C05813,66966.49,33431.05,63220.81,40723.49,62,643.86,58279.51,1,2,51,0.186,0.4286,0.2028,0,0,0,0,0
C05814,63664.61,48086.38,78068.74,59493.24,74,973.43,25339.24,2,0,38,0.1256,0.2516,0.0973,0,0,0,0,0
C05815,37366.07,26068.59,34203.93,25260.49,74,250.86,69103.66,0,2,43,0.1351,0.1168,0.1083,0,1,0,0,0
C05816,50871.92,34244.46,50765.75,33576.08,63,596.92,39232.41,1,2,19,0.537,0.2712,0.1521,0,0,0,1,0
C05817,39868.99,21955.86,40330.3,21811.18,69,232.65,110366.49,0,0,52,0.3429,0.2105,0.1905,0,1,0,0,0
C05818,54815.4,43387.6,57045.78,49297.96,67,583.65,159641.66,0,0,13,0.3894,0.1161,0.1429,0,1,0,0,0
C05819,52479.54,35136.71,59006.46,31847.36,60,627.48,96660.57,0,0,50,0.1104,0.2335,0.0202,0,0,0,0,0
C05820,37881.59,20479.97,40259.68,18701.48,82,162.34,65753.13,2,0,12,0.3488,0.1254,0.0662,0,0,1,0,0
C05821,24741.4,19353.92,27803.58,18662.59,78,222.12,48739.41,1,0,12,0.167,0.2801,0.1798,0,0,0,0,0
C05822,48060.91,36193.53,48146.42,33928.3,65,658.62,47659.0,0,0,11,0.3323,0.1948,0.1017,0,0,1,0,0
C05823,41047.96,28035.12,44943.69,32412.05,60,428.45,102043.14,1,0,51,0.4307,0.3414,0.0687,0,0,0,0,0
C05824,19220.84,13361.33,20364.02,15339.3,64,304.08,46744.17,1,2,25,0.6133,0.1771,0.2442,0,0,0,1,0
C05825,56549.16,30572.3,49955.55,30333.79,97,255.62,37975.74,0,0,25,0.5666,0.3864,0.0526,0,0,0,0,0
C05826,69481.91,40181.93,76983.26,41256.23,59,602.74,84306.44,1,1,31,0.4201,0.4477,0.2434,0,2,0,0,0
C05827,140389.81,61237.52,149027.52,45636.16,77,641.79,249240.86,2,0,11,0.1595,0.1582,0.1127,0,1,0,0,0
C05828,37736.34,23318.35,36390.32,23204.3,67,243.79,121051.11,0,0,19,0.1088,0.3542,0.0272,0,3,0,0,0
C05829,35312.68,18237.67,35278.04,21871.98,64,384.62,26023.69,1,1,45,0.2684,0.3828,0.1073,1,0,0,0,0
C05830,27314.65,13830.7,27368.22,13672.77,76,223.46,12008.56,1,2,21,0.3485,0.2938,0.2312,0,0,0,1,0
C05831,49429.69,38392.18,50448.43,35278.52,78,413.16,31596.73,0,0,41,0.3494,0.2772,0.219,0,2,0,0,0
C05832,49289.23,20906.15,62157.42,25404.05,70,385.86,47990.51,1,1,51,0.4475,0.1503,0.0467,0,0,1,0,0
C05833,31236.25,22599.05,40633.06,20706.66,78,242.74,69159.65,1,0,50,0.5128,0.3739,0.2066,0,0,0,0,0
C05834,41593.51,19826.0,30066.92,24495.56,75,364.22,12531.99,1,1,60,0.4471,0.1871,0.0691,0,0,1,0,0
C05835,18472.13,6703.44,20477.85,9361.69,69,137.87,5748.8,0,0,8,0.5855,0.1893,0.0945,0,3,0,0,0
C05836,68274.21,25139.13,79511.74,26066.13,70,372.97,214022.07,1,2,51,0.0946,0.1426,0.1722,0,0,0,0,0
C05837,31812.42,17278.28,32578.17,20721.03,73,207.6,18875.38,1,3,56,0.6263,0.1761,0.2256,0,1,0,0,0
C05838,44303.65,24566.7,51452.97,20875.01,86,266.27,56782.53,3,1,9,0.2578,0.3278,0.2194,0,0,0,1,0
C05839,23680.47,11700.83,29565.06,9880.73,54,183.64,32915.95,2,0,16,0.4387,0.4192,0.1285,0,0,0,0,0
C05840,34625.95,22539.79,30657.09,21511.81,67,286.57,97732.59,0,2,3,0.2783,0.3956,0.2465,0,0,1,0,0
C05841,39679.97,22554.26,42300.89,25907.86,77,332.37,127369.69,1,0,7,0.5295,0.4141,0.1359,0,1,0,0,0
C05842,44771.94,17163.36,57523.42,18025.12,65,249.11,122934.82,1,0,46,0.1605,0.2433,0.1173,0,0,0,0,0
C05843,55842.88,28291.79,50340.58,29073.55,57,440.01,103554.35,0,1,32,0.3497,0.1647,0.1945,0,0,0,0,0
C05844,85991.31,34042.52,89101.8,30471.45,63,373.75,170807.15,1,1,38,0.3753,0.2026,0.194,0,0,0,0,0
C05845,62576.04,23673.27,62337.77,24495.16,75,271.7,103083.13,1,0,27,0.1356,0.3342,0.2311,1,0,0,0,0
C05846,69382.63,30787.71,81609.73,29949.25,68,342.57,238316.31,1,3,33,0.5101,0.2953,0.2396,0,0,0,0,0
C05847,86263.74,57387.73,102908.29,53904.32,85,447.77,290831.19,0,1,19,0.2418,0.2957,0.2106,0,0,0,0,0
C05848,58150.3,38565.32,62190.54,35831.68,59,693.95,157651.21,0,2,24,0.6244,0.3777,0.0947,0,0,0,0,0
C05849,44262.78,32649.34,46647.0,35033.81,65,407.83,137514.93,0,1,55,0.1345,0.3766,0.0901,0,0,1,0,0
C05850,70864.02,48923.72,59788.13,47140.97,70,630.96,143946.16,0,1,15,0.4034,0.3104,0.1711,0,3,0,0,0
C05851,72931.21,43100.38,89031.53,45221.69,79,623.08,150058.11,0,0,4,0.0552,0.3046,0.2244,0,2,0,0,0
C05852,60250.88,29563.63,60709.99,24765.99,58,480.21,160124.15,1,1,54,0.4587,0.3214,0.1763,0,1,0,0,0
C05853,23384.66,8245.78,24154.5,9155.93,65,105.08,31756.4,1,0,51,0.0733,0.3198,0.0403,1,0,0,0,0
C05854,30815.12,19759.02,35948.67,21317.72,83,315.63,73429.51,0,1,19,0.6135,0.2107,0.1612,0,0,0,0,0
C05855,39764.64,19101.78,42695.77,19526.52,74,198.88,63443.52,0,1,8,0.1203,0.3517,0.1085,0,0,0,0,0
C05856,63911.03,29561.73,74805.37,31612.78,78,408.51,207200.97,1,0,12,0.41,0.4227,0.219,0,0,0,0,0
C05857,44569.8,35150.93,50025.56,40848.91,64,761.67,61242.48,0,3,50,0.1757,0.1697,0.2353,1,0,0,1,0
C05858,75057.42,32155.2,80645.78,28172.55,68,403.81,172586.82,3,0,40,0.3872,0.1467,0.1459,0,0,0,0,0
C05859,81330.33,29652.68,88426.65,31372.64,68,599.67,21535.78,1,1,17,0.0972,0.1989,0.05,0,1,0,0,0
C05860,77191.49,59995.21,70650.84,53598.71,74,813.75,163679.39,2,1,50,0.5148,0.2537,0.2464,0,0,0,1,0
C05861,77413.08,37754.59,79899.77,40039.24,59,613.0,213611.31,0,0,15,0.4557,0.3646,0.2123,0,1,0,0,0
C05862,28219.56,14872.81,33301.49,15154.46,70,161.44,83216.53,0,2,20,0.3841,0.4487,0.0883,0,0,0,0,0
C05863,55915.88,21607.05,52681.89,22622.82,80,337.95,173095.6,1,0,24,0.4458,0.2191,0.2174,0,0,0,0,0
C05864,34235.89,18207.65,33009.11,20971.74,70,366.2,63912.33,2,2,6,0.2509,0.3518,0.2436,0,0,0,0,0
C05865,21425.52,16872.59,20235.23,19373.46,76,274.9,45757.1,2,1,30,0.5544,0.4094,0.1929,0,0,0,0,0
C05866,39539.51,26187.37,42244.24,30911.7,83,334.6,49409.77,2,1,42,0.3134,0.1075,0.1139,1,0,0,0,0
C05867,81678.77,46003.21,99509.53,46115.22,70,684.82,273349.14,0,1,14,0.5994,0.2607,0.1888,1,0,0,0,0
C05868,55367.7,27039.49,61771.48,30673.07,76,283.18,126604.0,1,3,48,0.5092,0.2985,0.0274,0,1,0,0,0
C05869,111572.73,57428.69,88004.61,63791.6,75,808.39,116625.59,2,0,56,0.3277,0.1032,0.1135,0,1,1,0,0
C05870,48735.91,30462.51,54966.06,30628.68,73,542.0,153186.84,1,1,12,0.384,0.4261,0.241,0,1,0,0,0
C05871,135391.93,62889.89,134978.87,66918.89,66,839.41,311734.51,1,1,20,0.1211,0.3415,0.2393,0,1,0,0,0
C05872,48742.29,20392.62,54158.82,21088.78,75,312.04,119852.95,0,1,6,0.426,0.2687,0.1528,1,2,0,0,0
C05873,45457.54,30152.12,46914.9,36706.77,76,368.5,28056.33,1,2,14,0.3837,0.4354,0.162,0,0,0,0,0
C05874,25303.35,18756.4,23955.83,21517.83,73,335.42,6801.19,0,0,21,0.3983,0.3682,0.1915,1,0,0,0,0
C05875,74174.15,56052.85,77246.7,56596.35,61,894.41,158636.63,0,1,50,0.1263,0.3779,0.1801,0,1,0,0,0
C05876,35898.88,26157.3,35792.03,26192.53,77,307.67,27107.64,1,1,11,0.2731,0.3581,0.1999,0,1,0,0,0
C05877,33632.44,19801.77,36555.97,23067.35,63,367.38,83127.25,3,0,19,0.2021,0.3607,0.2403,0,1,0,0,0
C05878,80095.23,56465.05,75584.21,68367.67,74,1100.53,175634.37,0,1,39,0.2263,0.3969,0.1941,0,1,0,0,0
C05879,75782.14,58114.3,69342.75,63220.47,74,1027.78,96724.8,2,1,55,0.3231,0.2835,0.1314,0,0,0,0,0
C05880,74894.89,27000.59,85219.13,30484.44,56,496.32,122737.71,2,0,20,0.099,0.1331,0.1254,0,0,0,0,0
C05881,38232.14,20471.18,45230.94,24695.93,71,375.56,112279.24,0,0,51,0.179,0.2681,0.2163,0,0,0,0,0
C05882,43979.49,19432.62,49239.74,19996.67,74,241.53,107474.31,0,0,20,0.2812,0.3463,0.047,0,0,0,0,0
C05883,43804.13,34979.61,42584.06,37078.96,80,450.08,53573.45,1,0,22,0.4525,0.3555,0.2043,1,1,1,0,1
C05884,63994.41,49167.2,61510.89,54497.29,66,903.14,118735.89,0,0,44,0.3816,0.2165,0.1048,0,0,0,0,0
C05885,90537.72,64370.84,87649.69,64275.59,70,783.63,153805.06,1,1,51,0.4672,0.4319,0.1919,1,1,1,0,1
C05886,53108.05,25658.94,61437.9,32173.36,47,612.61,19085.46,1,0,19,0.5094,0.4103,0.1455,1,0,1,0,0
C05887,109438.58,85192.03,104075.45,84973.91,78,871.04,151351.8,1,1,29,0.5027,0.2583,0.1004,0,0,1,0,0
C05888,67383.49,24471.17,77901.03,25874.7,80,343.14,40606.53,3,0,8,0.1076,0.123,0.2323,0,0,0,0,0
C05889,40487.88,17596.76,45606.7,22523.24,97,280.34,30878.41,2,2,15,0.096,0.4249,0.0232,0,0,0,0,0
C05890,65338.58,41006.05,78310.06,33895.06,66,642.4,85781.56,0,3,54,0.2593,0.2861,0.0681,0,0,0,0,0
C05891,96963.6,68539.01,114182.23,73742.15,79,1181.37,337984.88,0,0,15,0.4249,0.3533,0.1281,0,1,0,0,0
C05892,110596.95,82686.03,123328.73,80265.98,71,1320.12,239249.3,0,1,8,0.1209,0.3923,0.1555,0,0,0,0,0
C05893,76766.14,37249.15,67075.04,39112.36,75,513.06,93816.37,1,1,22,0.1118,0.3678,0.1774,0,0,0,0,0
C05894,45522.92,23938.78,51132.05,21671.64,59,436.19,33794.29,2,0,14,0.5813,0.1719,0.0973,0,0,0,0,0
C05895,40819.12,22641.23,43425.7,22765.64,81,239.86,59548.74,1,1,53,0.5941,0.3724,0.1331,0,1,0,0,0
C05896,58317.01,21118.82,58620.81,22237.55,66,339.14,64629.16,0,0,5,0.5357,0.3357,0.1004,0,0,0,0,0
C05897,95578.8,70612.29,115981.71,76162.31,68,1401.27,294572.0,0,0,44,0.266,0.3913,0.0371,0,0,1,0,0
C05898,54699.72,27463.46,56441.34,31788.33,61,545.54,105986.17,1,1,50,0.3604,0.2824,0.1956,0,2,0,0,0
C05899,55213.19,24275.88,54465.94,18720.08,68,293.64,181353.31,2,1,40,0.2482,0.443,0.1012,0,0,0,0,0
C05900,46052.94,24598.65,54567.51,25457.04,72,379.3,58651.32,0,3,39,0.1281,0.4123,0.1418,0,1,0,0,0
C05901,38826.83,26004.41,38880.76,26759.5,76,416.27,24256.85,0,0,30,0.3443,0.1446,0.0479,0,0,0,0,0
C05902,41833.69,31036.92,41016.29,32349.36,74,328.07,126080.87,0,1,4,0.5308,0.1903,0.1202,0,1,0,0,0
C05903,47827.66,21375.11,43749.95,22526.65,73,285.21,110468.8,0,2,49,0.2998,0.2553,0.2062,0,1,0,0,0
C05904,97495.62,41696.52,92774.78,39627.78,73,685.02,241943.57,0,0,56,0.3356,0.1712,0.129,0,0,1,0,0
C05905,40398.44,31296.77,38858.18,27051.69,82,421.96,28706.28,1,1,23,0.3102,0.3344,0.2166,0,0,0,0,0
C05906,46078.11,27550.19,51816.02,29645.45,61,503.16,56942.1,0,1,25,0.368,0.1925,0.2265,0,0,0,0,0
C05907,30485.24,15687.62,28281.5,14600.31,75,171.31,11946.95,0,0,12,0.4118,0.2415,0.057,0,0,0,0,0
C05908,62124.87,27315.92,51380.96,30001.87,70,519.0,68404.46,0,2,31,0.2,0.2321,0.2115,0,0,0,0,0
C05909,83235.02,66410.02,90425.49,62261.77,85,904.28,201480.51,0,1,7,0.3967,0.4002,0.0563,0,0,0,0,0
C05910,93474.3,62967.37,91037.04,71350.0,59,1062.23,267837.98,1,1,54,0.1545,0.3201,0.1842,0,1,0,0,0
C05911,49312.45,22094.36,51681.81,23054.7,65,404.52,162141.26,1,0,53,0.1428,0.3498,0.1041,0,1,0,0,0
C05912,58272.01,22788.25,70153.09,23968.56,81,376.01,78204.63,0,1,41,0.2423,0.4274,0.1332,0,0,0,0,0
C05913,41995.6,18464.5,44455.93,18841.89,67,269.78,44418.08,2,0,3,0.5125,0.3267,0.1014,1,0,0,0,0
C05914,57069.56,26336.7,70261.45,26368.23,64,308.55,171624.96,0,0,57,0.124,0.1059,0.1847,0,0,0,0,0
C05915,51828.84,20730.94,53996.45,21187.89,70,363.25,71849.3,1,1,60,0.1892,0.421,0.045,0,1,0,0,0
C05916,46195.46,20942.39,54087.25,24959.1,62,444.5,71786.36,2,0,49,0.5717,0.4142,0.1696,0,1,0,0,0
C05917,47877.79,19273.24,47126.52,16688.23,78,247.1,43945.38,1,1,60,0.1362,0.4239,0.0663,0,0,0,0,0
C05918,55148.39,28676.02,58618.48,27879.5,85,359.48,20661.86,0,0,54,0.6337,0.2197,0.1485,0,1,0,0,0
C05919,39420.81,22422.08,36978.45,26386.29,54,465.1,32927.59,1,0,17,0.6155,0.1132,0.2047,0,2,1,0,0
C05920,40347.88,22388.16,38423.13,25709.96,75,438.34,32596.69,0,1,14,0.6491,0.2824,0.0312,0,0,0,0,0
C05921,97025.65,70163.57,99261.13,84983.77,64,1425.4,256994.29,0,0,52,0.428,0.3681,0.15,0,0,0,0,0
C05922,152384.74,70751.92,135710.18,73786.54,76,985.61,351978.28,1,0,45,0.1268,0.4056,0.195,0,2,0,0,0
C05923,26172.19,19608.0,27981.29,17486.51,62,291.6,10895.54,2,1,28,0.4545,0.1153,0.124,0,1,0,0,0
C05924,25531.18,19369.36,25880.16,17762.85,62,331.81,6519.16,1,0,51,0.1434,0.2836,0.0946,0,1,0,0,0
C05925,29251.88,22872.33,31537.9,23196.08,70,353.06,51515.35,0,3,55,0.3352,0.1517,0.2198,0,1,0,0,0
C05926,42956.27,18533.16,38334.91,21151.59,68,231.46,88999.2,1,0,46,0.1103,0.442,0.0411,0,0,0,0,0
C05927,67340.63,31016.29,76378.27,31619.2,63,434.89,162646.04,1,0,25,0.2149,0.2485,0.0299,0,0,0,0,0
C05928,58716.83,37034.14,73614.08,37411.82,77,489.72,70406.41,2,0,54,0.643,0.1887,0.1646,1,0,0,0,0
C05929,48622.02,20100.4,59726.51,22062.85,63,279.84,99897.81,0,1,32,0.4244,0.3764,0.2169,0,1,0,0,0
C05930,57093.11,22182.36,72991.76,23365.27,66,429.59,125467.42,0,1,47,0.2581,0.4277,0.2268,0,1,0,0,0
C05931,32957.66,12628.18,34773.35,12591.93,69,212.78,9930.93,1,1,46,0.5587,0.4484,0.1543,1,2,0,0,0
C05932,40318.37,25108.97,40629.66,23346.78,67,402.1,139898.48,2,0,29,0.4888,0.2829,0.152,0,3,0,0,0
C05933,44594.92,31756.27,49433.92,36952.69,62,584.44,147996.67,0,1,39,0.1375,0.1792,0.2049,0,0,0,0,0
C05934,22059.98,10290.95,22532.36,12099.46,64,165.23,31790.27,0,0,38,0.3444,0.1801,0.2366,0,1,0,0,0
C05935,26684.23,20549.27,22445.38,18968.57,68,335.51,57599.36,0,0,15,0.3216,0.4169,0.217,0,1,0,0,0
C05936,27165.77,19189.11,31194.89,19221.48,70,250.34,39455.64,0,2,19,0.4097,0.199,0.0324,0,0,0,0,0
C05937,63466.44,24425.51,64854.56,27601.73,56,510.19,188401.55,0,0,25,0.1997,0.3107,0.1889,0,0,0,0,0
C05938,50253.1,26799.29,43917.07,24480.63,62,345.79,25054.31,2,1,5,0.2976,0.2358,0.0633,0,0,0,0,0
C05939,59242.55,22548.11,58591.24,24663.6,67,474.7,45984.38,1,0,30,0.5848,0.1365,0.0939,0,0,0,0,0
C05940,19664.55,14981.19,20148.32,15143.3,70,243.27,51095.15,1,1,17,0.3552,0.1235,0.0658,0,0,0,0,0
C05941,23082.1,15794.18,24268.98,14277.77,67,272.52,23284.92,1,0,45,0.3764,0.4352,0.2424,0,0,0,0,0
C05942,60649.38,39964.63,63855.39,50486.55,69,933.93,209603.88,2,2,27,0.1735,0.1446,0.075,0,1,0,0,0
C05943,12887.54,8469.9,15649.12,8546.36,54,130.66,38101.29,0,1,5,0.0723,0.3631,0.0925,0,1,0,0,0
C05944,78080.92,37348.61,69911.71,41565.9,93,508.86,229334.44,1,1,17,0.6482,0.4355,0.2006,0,0,0,0,0
C05945,19809.66,15255.27,20438.47,13965.58,57,239.97,14926.94,1,2,59,0.3635,0.4253,0.0488,0,0,0,0,0
C05946,65770.26,50330.65,62121.61,62222.82,79,849.16,56515.68,0,0,47,0.0884,0.2052,0.2137,0,1,0,0,0
C05947,30168.53,20598.17,36224.57,26441.59,69,375.36,86820.37,1,1,27,0.2161,0.2455,0.077,0,1,0,0,0
C05948,72144.36,40474.33,70890.89,35202.08,61,423.73,115253.25,2,0,7,0.3429,0.3418,0.0484,0,1,0,0,0
C05949,190630.1,70762.29,192296.29,72903.04,64,1262.77,506780.07,0,0,26,0.482,0.3442,0.0821,0,0,0,0,0
C05950,16179.3,5868.88,19026.26,7097.51,65,108.37,36628.35,1,0,57,0.1383,0.1713,0.1199,0,2,0,0,0
C05951,61533.53,25361.69,74392.37,25204.14,64,307.25,189018.48,1,0,53,0.2265,0.1346,0.1096,0,0,0,0,0
C05952,19945.22,12328.02,24467.09,13549.92,72,205.71,56468.2,0,0,28,0.5879,0.1418,0.1896,0,0,0,0,0
